from,to,routes,length,road_length,travel_time
10173,7100,68,0.48016026576810866,0.551,2.0
10174,10177,45|125,0.3520654002306248,0.3529,1.0
10174,17355,125,0.3150840013224955,0.31589999999999996,1.0
10174,241,51|351|52,0.4820322594067534,0.4948,0.666666666667
10174,8813,51|351|45|52,0.40696365416032626,0.4228,1.125
10175,11943,256,0.167224740867314,0.167224740867314,0.0
10177,10174,125,0.3520654002306248,0.3529,1.0
10177,7937,45|125,0.41745284303285235,0.41745284303285235,1.0
10179,10169,268|487,0.5249971118179085,0.592,1.5
1018,1030,158,0.4565209564606621,0.4564,1.0
1018,11351,167|244,0.8156833710769924,1.5694000000000001,2.0
1018,9587,158|244,0.40880822130171895,0.40880822130171895,1.0
10180,14629,487,0.2751863178495403,0.27530000000000004,0.0
10181,10185,487,0.3227677431045761,0.3227677431045761,0.5
10182,10183,487,0.38906172070093625,0.38906172070093625,1.0
10183,10181,487,0.30607906397448104,0.306,0.5
10183,16243,487,0.45928628119747894,0.4594,1.0
10184,14628,487,0.3488576849710502,0.3491,1.0
10185,16241,487,0.3025052002509074,0.3025052002509074,0.0
10185,1630,487,0.38241650998732246,0.3825,1.0
10186,10184,487,0.2668582230227863,0.26689999999999997,0.0
10188,14663,108|611,0.22251679462774349,0.25730000000000003,0.4375
10188,14664,108,0.5971786314968912,0.6029,1.2
10188,77,611,0.29137887187216355,0.3124,1.0
10189,10200,108,0.41940482903517495,0.4213,1.0
10189,14640,108,0.33477670567685375,0.336,1.0
1019,1149,30,1.0042031381173573,1.2474,4.0
1019,142067,30|330,0.22821804767686873,0.2901,1.16666666667
10190,10206,108,0.20550581646087224,0.2211,0.75
10190,253,51|52,0.22379939798152393,0.22379939798152393,1.0
10191,10198,108|358,0.5414996450991277,0.5441,0.2
10191,10207,108|358,0.27563588942738176,0.3291,1.0
10192,10196,108,0.3759027632423191,0.5746,1.0
10192,806,55|611,0.403744349131902,0.403744349131902,1.4
10193,10198,108|358,0.3724101290629968,0.3739,0.125
10193,6260,108|358,0.7010404242565541,0.7010404242565541,1.0
10194,14649,108|358,0.35547257018799255,0.3595,0.5
